,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Age_group,distance_group
385,1,0,25,1,0,496,4,4,4,4,4,4,4,4,3,2,5,4,5,4,0,0.0,0,0,0
386,0,0,63,1,0,329,2,2,2,2,5,1,5,4,4,4,4,4,4,3,0,0.0,0,2,0
387,0,0,48,1,0,402,1,1,1,1,4,5,5,4,4,4,4,5,4,3,0,4.0,0,1,0
390,0,0,32,1,0,2133,4,4,4,4,4,4,4,4,5,2,5,3,4,4,0,0.0,0,0,1
393,0,0,20,0,2,1120,2,1,2,4,2,2,2,2,2,4,4,3,3,2,0,3.0,1,0,0
394,0,0,10,0,2,1440,1,4,1,4,4,1,4,4,5,3,3,5,5,4,0,7.0,1,0,0
395,0,0,51,1,0,140,2,1,3,1,1,3,3,3,3,3,2,2,3,2,0,0.0,1,1,0
396,0,0,22,0,2,451,2,4,2,3,2,2,2,2,3,5,5,4,5,2,0,0.0,1,0,0
397,0,0,42,0,2,798,1,1,1,3,5,2,2,3,3,1,3,3,3,3,1,4.0,1,1,0
399,1,0,24,0,2,1096,2,5,2,3,1,2,1,1,5,4,4,3,1,1,1,0.0,1,0,0
400,0,0,43,1,0,373,2,5,2,2,2,5,4,5,5,5,5,5,5,3,0,0.0,0,1,0
401,1,0,7,0,2,405,3,5,3,2,4,3,4,4,3,5,4,3,5,4,3,0.0,1,0,0
403,0,0,48,1,1,907,4,2,2,2,5,5,3,4,4,4,4,2,4,5,0,1.0,0,1,0
406,0,0,35,1,0,602,4,4,4,4,3,5,5,2,2,2,2,5,2,4,0,0.0,0,0,0
409,0,0,17,1,2,677,0,3,0,3,4,3,4,4,4,5,5,5,5,4,0,0.0,0,0,0
412,0,0,38,1,0,285,5,5,5,5,1,1,3,4,4,4,4,5,4,5,0,0.0,0,0,0
413,0,1,38,1,0,1189,1,1,1,3,3,1,3,3,5,5,5,3,5,3,3,0.0,1,0,0
414,1,1,23,1,2,1021,2,2,2,3,3,2,3,3,3,5,5,5,4,3,0,0.0,0,0,0
417,0,1,25,1,0,545,3,5,3,1,5,3,5,5,4,4,5,3,5,5,0,2.0,1,0,0
419,0,0,9,0,1,804,1,5,1,3,1,1,1,1,5,2,5,3,5,1,0,0.0,1,0,0
422,1,0,40,1,0,1620,2,2,2,2,4,3,4,5,5,5,5,4,5,5,0,0.0,0,1,1
423,1,0,56,1,0,1173,3,3,5,3,4,4,4,3,3,3,3,3,3,1,0,0.0,1,1,0
425,0,0,18,0,2,134,2,2,2,3,3,2,4,3,2,4,3,4,3,3,0,0.0,1,0,0
426,0,0,8,0,1,647,3,2,3,3,2,3,5,2,2,4,3,3,2,2,0,0.0,1,0,0
428,1,0,46,1,0,2623,3,3,3,3,3,5,4,5,5,5,5,3,5,5,0,0.0,0,1,1
431,1,0,26,1,0,1629,1,1,1,1,5,5,5,5,4,4,2,3,3,5,0,0.0,0,0,1
432,0,1,36,1,2,371,3,2,3,3,5,3,5,5,4,4,2,4,3,5,11,6.0,1,0,0
433,1,0,31,1,0,2201,5,5,5,5,2,2,2,2,5,3,3,3,1,2,0,0.0,0,0,1
435,0,0,39,1,0,3081,5,5,5,5,2,5,4,2,2,2,2,3,2,4,7,0.0,0,0,1
438,0,1,27,1,2,399,1,0,1,4,5,1,5,5,5,1,3,2,1,5,0,0.0,1,0,0
441,1,0,44,1,0,833,2,2,2,2,3,5,4,4,4,4,4,3,4,4,15,1.0,0,1,0
447,1,1,43,0,2,888,5,1,5,3,4,1,4,4,4,4,4,2,4,4,0,0.0,0,1,0
448,0,1,44,1,0,288,5,5,5,5,4,5,4,4,4,5,4,4,4,4,0,0.0,0,1,0
450,1,0,48,1,0,3185,2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,0.0,0,1,1
452,0,0,46,1,0,2981,1,1,1,1,2,5,4,5,5,5,5,3,5,3,1,0.0,0,1,1
453,1,1,23,1,2,1428,2,2,2,2,2,2,2,2,4,3,5,3,4,2,0,7.0,1,0,0
454,1,0,39,1,0,2454,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0,0.0,0,0,1
455,1,0,24,1,0,3482,5,5,5,5,4,4,4,4,3,2,5,4,4,4,0,0.0,0,0,1
456,0,0,48,0,2,296,2,5,4,3,4,4,4,2,2,4,2,3,2,3,0,0.0,1,1,0
457,1,0,63,0,2,391,3,4,3,5,5,3,4,5,3,4,5,3,5,5,0,4.0,1,2,0
460,1,0,57,1,0,1389,1,1,3,1,5,5,4,5,5,5,5,4,5,5,0,0.0,0,1,0
461,1,0,21,0,2,1947,2,4,2,3,1,2,1,1,4,2,3,5,4,1,0,0.0,1,0,1
463,0,0,24,1,0,3536,5,5,5,5,4,4,4,4,3,5,5,3,5,4,0,0.0,0,0,1
464,1,1,36,1,0,414,3,3,3,5,3,3,3,3,4,2,5,4,5,3,0,0.0,1,0,0
465,1,0,44,1,0,3165,2,2,2,2,4,5,5,4,4,4,4,5,4,3,0,0.0,0,1,1
466,0,0,49,1,0,1600,2,5,5,5,4,4,4,0,0,1,2,2,0,3,0,0.0,1,1,1
467,1,0,42,1,0,3605,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,0.0,0,1,1
468,0,0,52,0,2,247,4,4,0,2,5,4,4,5,5,0,5,3,5,3,0,0.0,0,1,0
469,1,0,52,1,2,550,2,4,4,4,2,2,2,2,3,5,3,4,3,2,0,0.0,1,1,0
470,1,0,20,0,2,446,4,3,4,3,1,4,1,1,3,4,4,2,4,1,0,0.0,1,0,0
476,0,0,34,1,0,760,4,4,4,4,4,4,4,3,3,3,3,3,3,3,6,0.0,0,0,0
477,0,0,26,1,2,2378,4,5,5,5,4,5,5,4,3,2,5,4,5,4,4,0.0,0,0,1
479,0,0,33,1,0,163,3,3,4,3,2,2,5,4,4,5,3,4,4,3,0,3.0,0,0,0
480,1,1,22,1,2,251,1,0,1,3,2,1,3,2,4,2,5,4,3,2,0,0.0,1,0,0
481,1,0,51,1,0,406,5,5,5,5,5,4,5,4,4,4,4,4,4,4,9,4.0,0,1,0
484,1,0,62,1,2,696,3,3,5,3,2,3,2,2,2,5,2,3,2,2,24,1.0,1,2,0
488,1,0,11,0,2,507,3,5,3,1,1,3,1,1,4,4,4,5,5,1,11,5.0,1,0,0
489,0,0,33,0,2,226,1,4,1,1,2,1,2,2,3,4,4,4,5,2,0,0.0,1,0,0
490,0,0,10,0,1,338,1,5,3,3,5,3,4,5,4,2,4,5,4,5,0,0.0,1,0,0
491,1,0,51,1,1,380,2,4,4,4,2,2,2,2,1,1,3,3,4,2,16,0.0,0,1,0
492,1,0,34,1,0,3144,4,4,4,4,3,5,4,5,5,5,5,5,5,1,3,0.0,0,0,1
493,1,0,69,1,0,3714,4,1,1,1,1,2,2,4,4,4,4,3,4,1,0,0.0,1,2,1
494,0,0,49,1,0,90,4,4,2,4,3,4,4,4,4,4,4,4,4,3,0,0.0,0,1,0
496,0,0,40,0,2,399,3,4,3,1,1,3,1,1,5,1,2,5,1,1,0,0.0,1,1,0
497,0,0,29,0,1,802,2,3,2,4,2,2,2,2,3,2,4,4,3,2,0,0.0,1,0,0
498,1,0,68,0,2,406,3,3,3,2,3,3,3,3,5,3,3,4,5,3,0,0.0,1,2,0
500,0,0,24,1,0,1476,4,4,4,4,5,5,5,5,2,3,4,4,5,5,0,8.0,0,0,0
501,1,0,43,1,0,3677,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,0.0,0,1,1
504,0,0,8,0,2,597,4,4,4,2,2,4,2,2,5,4,5,4,4,2,0,6.0,1,0,0
505,1,0,50,0,2,1635,1,5,1,3,4,1,4,4,3,5,5,3,4,4,0,4.0,1,1,1
508,0,0,55,0,2,1236,1,4,1,3,3,3,4,5,5,1,5,5,5,5,0,9.0,1,1,0
511,1,0,22,1,0,936,2,5,2,2,4,4,4,4,5,1,1,4,2,4,0,7.0,0,0,0
512,0,0,49,0,2,484,3,4,3,3,3,5,4,4,4,3,4,5,4,3,0,0.0,1,1,0
513,0,0,31,0,2,2279,1,5,1,2,3,1,3,3,5,3,5,3,5,3,0,0.0,1,0,1
515,0,1,38,1,0,1389,5,5,5,1,2,5,2,2,4,5,5,3,4,2,3,0.0,0,0,0
516,0,0,42,1,0,1846,1,2,2,2,5,2,3,1,1,1,1,2,1,4,0,0.0,1,1,1
517,1,0,55,1,0,1884,4,4,1,4,3,4,5,4,4,4,5,4,4,5,4,2.0,0,1,1
521,0,0,32,1,2,163,2,4,4,4,2,2,2,2,3,2,4,2,3,2,0,0.0,1,0,0
522,0,0,46,1,0,2502,2,2,2,2,3,1,3,4,4,4,4,3,4,5,5,0.0,0,1,1
524,0,0,38,1,0,261,2,2,5,2,4,5,3,4,4,4,4,3,4,3,0,0.0,0,0,0
525,0,0,52,1,0,332,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,0.0,0,1,0
527,1,0,19,0,2,888,2,4,2,3,1,2,1,1,4,4,4,5,4,1,1,0.0,1,0,0
528,0,0,43,0,2,301,3,4,3,3,5,4,5,4,4,3,2,4,4,5,0,0.0,1,1,0
530,1,0,45,1,0,3052,1,1,5,1,3,5,4,3,3,3,3,5,3,3,0,0.0,0,1,1
531,0,0,58,0,2,2405,5,2,5,4,2,3,4,3,3,5,3,2,3,2,10,0.0,0,1,1
532,1,1,25,1,2,2585,3,3,3,4,3,3,3,3,2,5,4,3,4,3,0,0.0,1,0,1
533,0,0,68,0,2,666,4,3,4,2,1,5,2,1,1,4,1,5,1,5,2,0.0,1,2,0
534,0,0,64,1,0,3239,3,5,3,3,3,5,4,4,4,5,4,3,4,3,0,0.0,0,2,1
535,1,0,57,1,0,2718,2,2,2,2,3,5,5,5,5,5,5,4,5,4,2,0.0,0,1,1
540,1,1,37,1,0,148,4,4,4,2,4,4,3,4,3,4,5,4,5,4,1,0.0,0,0,0
541,1,0,54,1,0,544,2,2,2,2,5,5,5,4,4,4,4,4,4,5,0,0.0,0,1,0
543,1,0,47,1,2,783,5,2,2,2,5,5,5,5,4,1,1,4,5,5,0,0.0,0,1,0
544,0,1,24,1,0,255,5,0,5,1,3,5,4,3,5,3,4,4,5,3,0,0.0,0,0,0
547,0,0,38,1,0,2472,5,5,3,5,3,4,4,5,5,5,5,3,5,5,0,0.0,0,0,1
548,0,0,45,1,2,175,3,1,1,1,1,1,5,3,3,3,3,3,3,1,0,0.0,0,1,0
549,0,0,29,0,1,331,2,5,2,2,3,2,3,3,5,3,5,3,5,3,0,0.0,1,0,0
551,0,1,42,1,2,1874,3,3,3,3,3,3,3,3,5,3,3,2,3,3,0,5.0,1,1,1
552,1,1,27,1,2,326,3,3,3,2,5,3,5,5,1,1,1,4,5,5,5,0.0,1,0,0
553,1,1,38,1,0,130,4,4,4,4,1,4,1,1,4,3,4,3,5,1,15,8.0,1,0,0
554,0,0,64,0,2,1158,1,4,0,1,4,5,5,4,4,0,4,4,4,3,0,0.0,1,2,0
557,0,0,53,1,0,1744,3,3,3,3,4,3,5,2,2,2,2,4,2,4,0,4.0,0,1,1
560,1,0,39,1,0,1979,3,3,3,3,3,5,4,4,4,4,4,3,4,3,0,0.0,0,0,1
562,1,0,29,0,2,992,2,4,2,3,5,2,5,5,4,3,5,4,4,5,0,10.0,1,0,0
563,0,0,41,1,0,2077,2,2,2,2,5,3,5,5,5,5,5,3,5,3,0,0.0,0,1,1
564,1,0,51,1,0,3304,2,2,2,2,5,5,5,5,5,5,5,4,5,5,0,0.0,0,1,1
565,0,0,42,1,0,2274,2,2,2,2,3,2,2,5,5,5,5,3,5,3,0,0.0,0,1,1
566,1,0,51,1,0,1084,5,5,5,5,3,5,4,4,4,4,4,5,4,4,0,0.0,0,1,0
567,0,0,50,1,0,2335,5,5,5,5,4,5,5,4,4,5,4,5,4,3,0,0.0,0,1,1
568,1,0,48,1,0,1851,1,2,1,1,2,5,5,4,4,4,4,5,4,4,0,0.0,0,1,1
570,1,1,20,1,2,1269,2,2,2,4,3,2,3,3,3,3,3,3,4,3,0,0.0,1,0,0
571,0,1,36,1,2,965,3,3,3,3,3,3,3,3,4,3,1,5,4,3,4,11.0,1,0,0
572,1,1,10,0,2,192,2,5,2,2,2,2,5,2,3,2,4,5,4,2,3,4.0,1,0,0
574,1,0,58,0,2,541,2,2,2,3,1,2,1,1,4,4,4,3,4,1,4,0.0,1,1,0
575,0,0,55,1,0,1440,2,2,2,2,5,4,5,5,5,5,5,5,5,3,0,0.0,0,1,0
576,0,0,64,0,1,213,2,0,2,1,5,5,5,5,5,2,5,5,5,5,0,6.0,1,2,0
577,1,0,52,1,0,3496,5,5,5,5,3,4,5,5,5,5,5,4,5,3,0,0.0,0,1,1
578,1,0,10,0,2,325,3,4,3,4,1,3,1,1,3,1,4,3,2,1,13,5.0,1,0,0
579,1,1,7,1,2,491,4,2,4,4,5,4,5,5,4,2,3,3,4,5,22,11.0,1,0,0
580,0,0,43,1,0,253,5,5,5,5,5,2,1,5,5,5,5,3,5,5,0,0.0,0,1,0
583,1,0,51,1,0,2093,1,1,1,1,3,4,4,4,4,5,4,5,4,3,0,0.0,0,1,1
586,0,1,35,1,0,668,2,2,2,2,5,2,5,5,4,5,5,4,4,5,0,0.0,1,0,0
588,1,0,24,1,2,326,0,3,0,4,3,0,3,3,5,2,3,3,4,3,1,0.0,0,0,0
589,1,0,34,1,0,2627,1,1,1,1,3,4,1,5,5,5,5,5,5,4,0,0.0,0,0,1
590,1,0,51,1,0,1644,2,2,2,2,4,5,5,5,5,5,5,4,5,5,9,0.0,0,1,1
591,1,1,39,1,2,813,1,1,1,4,2,1,2,2,2,3,3,3,3,2,0,0.0,1,0,0
592,0,1,35,1,0,200,2,1,1,3,2,1,2,2,5,3,5,4,4,2,0,8.0,1,0,0
594,1,0,44,1,2,373,5,1,1,1,5,5,5,5,2,1,2,5,5,5,0,0.0,0,1,0
595,0,0,66,0,2,1097,4,3,4,3,4,4,5,3,3,4,3,5,3,2,0,0.0,1,2,0
597,0,0,65,0,2,745,3,5,4,4,1,2,5,3,3,4,1,4,3,5,0,0.0,1,2,0
598,0,1,20,1,2,1394,2,1,1,4,2,4,4,3,5,2,4,4,2,4,0,3.0,1,0,0
600,1,0,40,1,1,67,4,4,5,5,4,4,4,4,2,1,1,4,4,4,0,4.0,0,1,0
601,1,0,45,0,2,1294,3,5,3,5,2,3,2,2,3,3,4,3,4,2,11,4.0,1,1,0
602,1,0,58,0,1,1208,3,3,4,4,2,4,2,2,2,1,4,4,4,2,0,0.0,1,1,0
605,1,0,25,0,2,1009,0,5,0,4,5,0,5,5,5,3,5,3,4,5,0,0.0,0,0,0
606,0,1,26,1,2,1303,2,2,2,4,3,2,3,3,2,2,3,2,3,3,0,0.0,1,0,0
608,1,0,52,0,2,1517,4,5,4,4,3,4,3,3,4,2,5,5,4,3,0,0.0,0,1,1
609,1,0,26,1,0,2836,5,5,5,5,5,5,5,5,3,4,4,3,5,5,0,0.0,0,0,1
611,1,0,50,1,0,2350,3,1,1,1,4,4,3,3,3,3,3,3,3,1,0,0.0,1,1,1
613,1,1,25,1,0,483,0,4,0,4,5,0,5,5,4,4,5,5,5,5,0,0.0,0,0,0
615,1,0,43,0,2,2588,0,5,0,1,0,5,5,3,4,5,5,5,5,5,0,0.0,0,1,1
616,0,0,41,1,0,3396,3,3,2,3,4,5,5,5,5,5,5,4,5,4,0,0.0,0,1,1
617,0,1,40,1,0,384,3,3,3,4,2,3,2,2,1,1,4,3,4,2,0,6.0,1,1,0
618,0,0,20,1,0,1788,1,2,5,2,1,2,1,1,2,2,3,4,4,1,25,12.0,1,0,1
621,0,1,24,1,2,1042,3,3,3,4,1,3,1,1,3,5,3,2,4,1,0,0.0,1,0,0
622,1,1,32,1,0,157,3,3,3,3,2,3,2,2,5,2,4,3,4,2,0,0.0,1,0,0
623,1,0,47,1,0,3349,3,3,5,3,5,5,4,4,4,4,4,5,4,3,0,0.0,0,1,1
625,0,0,23,1,0,1400,1,1,1,1,4,4,4,4,3,4,5,3,5,4,0,6.0,0,0,0
627,1,0,53,1,0,1741,1,1,1,1,4,5,5,4,4,4,4,3,4,3,0,0.0,0,1,1
629,0,1,20,1,0,386,5,0,5,3,4,5,2,4,3,5,5,3,5,4,0,0.0,0,0,0
630,0,0,43,1,0,2585,1,1,1,1,5,5,5,5,4,4,5,5,5,5,0,0.0,0,1,1
631,0,0,40,1,0,304,0,0,0,3,3,5,5,1,1,1,1,4,1,4,0,0.0,0,1,0
632,1,0,43,1,0,2835,4,3,4,4,5,5,5,4,4,4,4,3,4,4,0,0.0,0,1,1
635,0,0,61,1,0,2402,4,4,4,4,4,4,4,4,4,4,4,3,4,2,0,0.0,1,2,1
636,0,0,29,0,2,925,0,5,0,2,1,0,1,1,5,1,3,5,1,1,0,3.0,0,0,0
637,0,1,41,1,0,369,4,4,4,3,3,4,3,3,2,5,5,5,1,3,0,0.0,0,1,0
641,1,0,46,1,0,762,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,0.0,0,1,0
642,0,0,28,1,0,1620,3,3,3,3,5,5,5,5,5,4,5,4,5,5,0,0.0,0,0,1
643,1,0,61,0,2,731,5,5,5,2,1,5,1,1,1,2,5,3,5,1,0,0.0,0,2,0
644,0,0,27,1,2,1744,3,1,1,1,3,3,3,3,2,2,2,3,3,3,0,0.0,1,0,1
645,0,0,43,0,2,109,4,3,4,3,2,4,3,3,3,4,5,4,3,2,0,0.0,1,1,0
646,1,0,34,0,2,2457,2,4,2,4,2,1,2,4,2,4,4,2,5,2,0,0.0,1,0,1
647,1,0,56,0,2,2615,2,4,2,4,2,3,5,3,3,4,5,5,4,5,0,1.0,1,1,1
651,1,1,25,1,2,1264,5,5,5,3,2,5,2,2,4,3,3,4,4,2,3,0.0,0,0,0
652,1,0,53,1,0,2248,3,3,3,3,2,5,5,3,3,3,3,4,3,3,0,0.0,0,1,1
654,1,0,48,0,2,290,2,5,2,1,5,2,5,5,4,3,4,4,4,5,0,0.0,1,1,0
655,0,0,46,1,0,544,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,6.0,0,1,0
656,0,1,40,1,0,666,4,4,4,4,2,4,2,2,5,3,4,5,4,2,0,0.0,0,1,0
658,1,1,22,1,2,748,4,4,4,3,3,4,3,3,2,5,3,4,1,3,0,0.0,0,0,0
659,0,0,35,1,1,391,5,1,1,1,5,4,5,5,1,1,3,4,3,5,0,0.0,0,0,0
660,0,0,29,0,2,612,2,4,2,2,4,2,4,4,1,3,5,3,5,4,0,5.0,1,0,0
661,0,0,33,1,1,1598,1,5,4,4,1,2,1,1,3,1,3,3,4,1,0,0.0,1,0,1
662,1,1,26,1,2,304,2,0,2,4,4,2,2,4,4,3,5,4,1,4,0,6.0,1,0,0
664,0,1,24,1,0,411,5,3,5,3,2,5,2,2,5,5,5,4,4,2,0,0.0,0,0,0
666,1,0,47,1,0,427,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0.0,0,1,0
668,0,0,39,1,0,1582,3,3,2,3,2,5,4,2,2,2,2,3,2,4,0,0.0,0,0,1
669,1,0,35,1,0,2392,2,3,5,3,5,3,3,2,2,2,2,4,2,3,0,0.0,1,0,1
672,1,0,50,1,0,993,2,2,2,2,3,4,4,4,4,4,4,5,4,5,0,0.0,0,1,0
673,0,0,40,1,2,192,2,5,5,5,2,2,2,2,4,2,4,4,4,2,7,0.0,1,1,0
675,0,0,60,1,0,1797,4,4,4,4,5,4,5,5,5,5,5,4,5,5,0,0.0,0,2,1
676,1,0,11,0,2,1310,3,4,4,3,5,4,3,5,4,3,4,3,5,5,24,12.0,1,0,0
677,1,1,38,1,0,762,4,3,3,2,4,3,4,4,5,2,5,5,4,4,0,4.0,0,0,0
678,0,1,26,1,0,2475,3,3,3,1,4,3,1,4,3,4,5,4,5,4,0,0.0,1,0,1
680,1,0,40,1,0,1723,3,3,3,3,5,4,4,5,5,5,5,3,5,3,2,0.0,0,1,1
682,0,0,43,1,0,2825,1,1,1,1,3,4,5,5,5,5,5,5,5,3,16,10.0,0,1,1
683,1,0,50,1,0,3610,4,4,4,4,5,5,5,5,5,5,5,4,5,4,0,0.0,0,1,1
686,1,1,23,1,0,1041,4,4,4,1,2,4,2,2,4,5,5,4,5,2,15,1.0,0,0,0
687,1,0,17,0,2,991,2,3,3,4,5,3,5,5,3,5,3,2,3,5,0,0.0,1,0,0
690,1,0,34,1,2,455,4,1,1,1,4,4,4,4,3,3,1,2,3,4,0,0.0,0,0,0
692,1,0,42,1,0,3381,2,3,2,2,5,4,4,5,5,5,5,5,5,5,0,0.0,0,1,1
693,1,0,53,0,2,972,3,4,3,2,2,3,2,2,3,3,4,3,5,2,0,0.0,1,1,0
695,0,1,8,1,2,1107,4,4,4,3,5,4,5,5,3,3,4,3,5,5,18,5.0,1,0,0
697,1,0,41,1,2,606,1,4,4,4,1,1,1,1,1,4,4,2,4,1,18,2.0,1,1,0
700,1,1,19,1,2,501,3,3,3,4,3,3,3,3,4,5,4,4,4,3,0,0.0,1,0,0
701,1,1,25,1,0,541,2,5,1,3,4,1,3,4,4,5,5,4,4,4,0,0.0,1,0,0
702,0,1,39,1,0,421,1,1,1,1,4,1,4,4,1,4,4,4,5,4,0,0.0,1,0,0
706,1,0,20,0,2,992,3,4,3,3,3,3,3,3,4,5,4,4,4,3,0,7.0,1,0,0
707,1,0,55,1,0,502,1,1,1,1,5,5,4,5,5,5,5,4,5,4,0,6.0,0,1,0
708,0,1,69,0,2,1334,5,4,5,3,4,5,4,4,5,4,4,3,4,4,4,0.0,0,2,0
710,1,0,69,1,0,173,1,3,3,3,1,2,2,3,3,3,1,4,3,1,0,0.0,1,2,0
714,0,0,17,0,2,647,2,2,2,4,2,2,2,2,2,1,3,4,4,2,6,0.0,1,0,0
715,0,0,39,1,0,2088,2,2,2,2,5,5,5,4,4,4,4,5,4,5,10,0.0,0,0,1
718,0,0,23,0,1,101,4,4,4,4,5,4,5,5,3,2,4,4,5,5,0,0.0,1,0,0
719,0,0,46,1,2,650,1,5,5,5,2,4,3,2,2,1,2,3,2,1,0,0.0,1,1,0
720,0,0,50,1,0,416,4,4,4,4,2,4,4,4,4,4,4,4,4,4,0,0.0,0,1,0
722,1,0,35,1,2,1005,4,1,2,2,4,4,4,4,3,2,4,4,5,4,0,0.0,0,0,0
724,0,1,47,1,2,247,1,1,1,1,4,1,4,4,4,2,2,2,2,4,0,6.0,1,1,0
726,0,0,68,0,2,1635,1,5,1,1,3,4,5,2,2,1,5,3,2,3,0,0.0,1,2,1
727,0,1,29,1,1,868,2,2,2,4,3,2,3,3,3,4,3,2,3,3,0,0.0,1,0,0
728,1,0,57,1,0,370,3,3,3,3,3,4,4,5,5,5,5,3,5,2,0,0.0,0,1,0
729,0,0,32,0,0,1237,3,5,3,1,4,3,5,4,4,3,3,4,4,4,8,1.0,1,0,0
730,1,0,55,1,1,110,3,1,1,1,3,3,3,3,2,3,4,2,3,3,0,0.0,1,1,0
731,0,0,31,1,0,749,1,1,5,1,5,5,5,5,4,5,4,5,4,5,11,11.0,0,0,0
732,1,0,7,0,2,1154,3,4,3,2,3,3,3,3,5,2,5,3,5,3,0,0.0,1,0,0
734,1,0,62,0,2,581,2,4,2,1,2,2,2,2,5,2,4,4,5,2,0,0.0,1,2,0
735,1,0,33,0,2,1197,3,4,3,5,4,3,3,4,5,3,4,4,5,4,0,0.0,1,0,0
736,0,0,30,1,0,2450,3,3,3,3,2,2,2,2,3,3,3,2,3,2,2,0.0,0,0,1
737,0,0,30,1,0,1966,3,4,4,4,3,3,3,3,4,1,3,4,3,3,0,5.0,1,0,1
738,1,0,41,1,2,493,3,3,3,3,3,3,3,3,3,4,4,4,2,3,0,0.0,0,1,0
739,1,0,60,1,0,3664,1,3,3,3,1,3,3,1,1,1,1,4,1,3,0,3.0,1,2,1
741,1,1,15,1,0,1039,0,0,0,3,5,0,5,5,4,5,4,4,4,5,4,0.0,0,0,0
742,0,1,36,1,2,140,1,0,1,2,2,1,2,2,5,4,3,2,4,2,2,9.0,1,0,0
743,1,0,50,1,0,1937,5,5,5,5,4,4,4,5,5,5,5,3,5,3,0,0.0,0,1,1
744,1,1,22,1,2,434,3,1,3,2,1,3,1,1,4,3,1,3,2,1,5,6.0,1,0,0
745,1,0,39,0,2,294,1,5,1,3,1,1,1,1,3,2,5,4,5,1,0,0.0,1,0,0
747,0,0,51,1,0,2818,5,5,5,5,2,5,5,4,4,4,4,3,4,5,6,0.0,0,1,1
748,1,0,49,1,0,74,1,1,1,1,2,4,4,5,5,5,5,3,5,5,0,0.0,0,1,0
749,0,0,56,1,0,3538,3,3,3,3,3,5,5,5,5,5,5,4,5,4,0,0.0,0,1,1
750,1,0,57,1,2,308,2,3,3,3,2,2,2,2,1,1,3,2,2,2,0,0.0,1,1,0
751,1,0,57,1,2,308,3,1,1,1,3,3,3,3,1,4,3,2,4,3,0,0.0,0,1,0
752,0,0,50,1,0,2583,4,4,4,4,5,4,4,5,2,3,4,4,3,4,6,0.0,0,1,1
754,0,0,53,0,2,251,2,5,0,3,3,5,5,5,5,0,5,4,5,3,5,0.0,1,1,0
755,0,0,41,1,0,3247,5,5,5,5,2,5,5,4,4,4,4,3,4,3,0,0.0,0,1,1
756,1,0,42,1,1,685,4,2,2,2,4,4,4,4,1,4,1,2,5,4,0,0.0,0,1,0
758,0,0,50,1,0,860,2,5,5,5,5,4,3,2,2,2,2,2,2,4,0,0.0,1,1,0
761,0,0,60,0,2,438,3,4,3,3,5,4,4,4,4,3,4,3,4,5,1,0.0,1,2,0
762,0,0,59,1,0,1379,3,5,5,5,2,3,3,3,3,3,3,4,3,1,0,0.0,1,1,0
763,0,1,24,1,2,303,0,4,0,2,3,0,3,3,2,2,2,4,4,3,0,0.0,0,0,0
766,1,0,37,0,1,223,3,5,0,2,4,0,4,4,3,5,5,3,5,4,0,0.0,1,0,0
767,1,0,49,1,0,569,2,2,2,2,2,5,4,4,4,4,4,3,4,4,0,0.0,0,1,0
768,1,0,62,0,2,2475,3,2,2,3,1,2,1,1,3,2,3,3,2,1,0,0.0,1,2,1
770,0,1,25,1,2,1444,3,3,3,3,4,3,4,4,1,4,4,4,4,4,0,0.0,1,0,0
771,0,0,49,1,1,346,2,3,3,3,2,2,5,2,2,2,2,3,2,2,9,0.0,0,1,0
772,1,0,32,0,2,1546,2,5,2,2,3,2,3,3,4,2,5,4,5,3,20,5.0,1,0,1
773,1,0,25,1,2,846,4,4,4,4,4,4,3,4,5,4,3,2,1,4,10,0.0,0,0,0
775,0,0,50,1,0,2731,4,4,4,4,3,4,5,5,5,5,5,3,5,4,0,0.0,0,1,1
776,1,0,39,1,0,2040,3,3,3,3,3,4,5,5,5,5,5,5,5,3,0,0.0,0,0,1
777,0,0,42,1,0,1971,4,4,4,4,4,4,5,5,5,5,4,3,5,5,0,5.0,0,1,1
781,1,1,22,1,0,395,5,3,5,3,5,5,5,5,5,2,4,4,4,5,8,0.0,0,0,0
782,0,0,42,1,0,160,2,2,5,2,3,4,5,5,5,5,5,3,5,4,0,0.0,0,1,0
783,0,0,61,0,2,588,1,2,1,3,1,3,3,5,5,1,2,3,5,1,0,0.0,1,2,0
784,0,0,40,1,0,937,2,2,2,2,4,3,2,2,2,2,2,3,2,3,0,0.0,0,1,0
785,0,0,55,1,0,3275,2,1,3,1,3,3,4,2,2,2,2,4,2,2,0,0.0,1,1,1
786,1,0,66,0,2,484,3,2,4,4,2,4,2,2,3,3,2,2,3,2,2,0.0,1,2,0
